time,ref.roll,ref.pitch,ref.yaw,model.roll,model.pitch,inference_time
1523504384.0,0.857032299041748,0.3479045033454895,89.01298522949219,-0.33528144655549663,-0.25899068812568715,1.7201406955718994
1523504384.0,0.8604647517204285,0.334039568901062,89.00879669189453,-0.4347023204444369,-0.20635602308195242,0.0011382102966308594
1523504384.0,0.8582798838615417,0.3266039788722992,89.00418853759766,-0.4603381548336104,-0.29947385966658746,0.0009875297546386719
1523504384.0,0.8599086999893188,0.32840415835380554,89.00083923339844,-0.43448065946152886,-0.22341623480305756,0.0012438297271728516
1523504384.0,0.8732250928878784,0.3411668539047241,88.99701690673828,-0.436981255749694,-0.19769192811979125,0.0017499923706054688
1523504384.0,0.8718635439872742,0.3449540436267853,88.99333190917969,-0.4972433744664818,-0.2540650011561973,0.0011892318725585938
1523504384.0,0.8649758100509644,0.342660516500473,88.98968505859375,-0.5158177537492141,-0.20022069893828268,0.0012805461883544922
1523504384.0,0.8607734441757202,0.3341540992259979,88.98654174804688,-0.47538292714103286,-0.20895805835146283,0.0013325214385986328
1523504384.0,0.8615227341651917,0.3284507989883423,88.98445892333984,-0.438555080744853,-0.32852382814541525,0.0015408992767333984
1523504384.0,0.8567804098129272,0.31712618470191956,88.98316192626953,-0.42822495323373766,-0.31060151848500756,0.0012328624725341797
1523504384.0,0.8522583246231079,0.3148519992828369,88.97921752929688,-0.42007824510120495,-0.21231477616340674,0.0013301372528076172
1523504384.0,0.8473094701766968,0.3167281150817871,88.97427368164062,-0.42037108946186924,-0.3277942785646933,0.0010957717895507812
1523504384.0,0.8479851484298706,0.3203997015953064,88.97235107421875,-0.4348454342518898,-0.31396421271247527,0.001299142837524414
1523504384.0,0.8430789113044739,0.31938105821609497,88.97113800048828,-0.5189393636433215,-0.2863554141485201,0.0013566017150878906
1523504384.0,0.8371918797492981,0.31759583950042725,88.9665756225586,-0.4524921884679698,-0.2052084979405374,0.0011806488037109375
1523504384.0,0.8401597142219543,0.3158261775970459,88.96207427978516,-0.466382231918837,-0.24049912488664124,0.0014355182647705078
1523504384.0,0.8398528099060059,0.31138771772384644,88.9605484008789,-0.5141264281559897,-0.21648668772496227,0.0014073848724365234
1523504384.0,0.8331003785133362,0.30577364563941956,88.95856475830078,-0.4997240137956658,-0.2753327694885889,0.0013256072998046875
1523504384.0,0.8289101123809814,0.3011961877346039,88.95458221435547,-0.5100888258611601,-0.18981949477111687,0.0014410018920898438
1523504384.0,0.8303319215774536,0.298839271068573,88.9513168334961,-0.5171988393437319,-0.1959663982198639,0.0013380050659179688
1523504384.0,0.8277966380119324,0.2965882420539856,88.9489974975586,-0.5537364027001862,-0.30040127128982824,0.0013065338134765625
1523504384.0,0.8250145316123962,0.2940591871738434,88.94673156738281,-0.5365114126653545,-0.16567370883806398,0.0012989044189453125
